Key,Neighbors,Metric,Value,Algorithm
1244,42,Degree Diversity,0.815308071,FPLV-C
1245,42,MAE,0.673287332,FPLV-C
1246,42,RMSE,0.880627596,FPLV-C
1247,42,HLU,1.51241591,FPLV-C
1249,42,SortingAccuracy,0.508130481,FPLV-C
1253,42,F1,0.717458654,FPLV-C
1256,44,Degree Diversity,0.815308071,FPLV-C
1257,44,MAE,0.673287332,FPLV-C
1258,44,RMSE,0.880627596,FPLV-C
1259,44,HLU,1.51241591,FPLV-C
1261,44,SortingAccuracy,0.508130481,FPLV-C
1265,44,F1,0.717458654,FPLV-C
1268,46,Degree Diversity,0.815308071,FPLV-C
1269,46,MAE,0.673287332,FPLV-C
1270,46,RMSE,0.880627596,FPLV-C
1271,46,HLU,1.51241591,FPLV-C
1273,46,SortingAccuracy,0.508130481,FPLV-C
1277,46,F1,0.717458654,FPLV-C
1280,48,Degree Diversity,0.815308071,FPLV-C
1281,48,MAE,0.673287332,FPLV-C
1282,48,RMSE,0.880627596,FPLV-C
1283,48,HLU,1.51241591,FPLV-C
1285,48,SortingAccuracy,0.508130481,FPLV-C
1289,48,F1,0.717458654,FPLV-C
1292,50,Degree Diversity,0.815308071,FPLV-C
1293,50,MAE,0.673287332,FPLV-C
1294,50,RMSE,0.880627596,FPLV-C
1295,50,HLU,1.51241591,FPLV-C
1297,50,SortingAccuracy,0.508130481,FPLV-C
1301,50,F1,0.717458654,FPLV-C
1304,52,Degree Diversity,0.815308071,FPLV-C
1305,52,MAE,0.673287332,FPLV-C
1306,52,RMSE,0.880627596,FPLV-C
1307,52,HLU,1.51241591,FPLV-C
1309,52,SortingAccuracy,0.508130481,FPLV-C
1313,52,F1,0.717458654,FPLV-C
1316,54,Degree Diversity,0.815308071,FPLV-C
1317,54,MAE,0.673287332,FPLV-C
1318,54,RMSE,0.880627596,FPLV-C
1319,54,HLU,1.51241591,FPLV-C
1321,54,SortingAccuracy,0.508130481,FPLV-C
1325,54,F1,0.717458654,FPLV-C
1328,56,Degree Diversity,0.815308071,FPLV-C
1329,56,MAE,0.673287332,FPLV-C
1330,56,RMSE,0.880627596,FPLV-C
1331,56,HLU,1.51241591,FPLV-C
1333,56,SortingAccuracy,0.508130481,FPLV-C
1337,56,F1,0.717458654,FPLV-C
1340,58,Degree Diversity,0.815308071,FPLV-C
1341,58,MAE,0.673287332,FPLV-C
1342,58,RMSE,0.880627596,FPLV-C
1343,58,HLU,1.51241591,FPLV-C
1345,58,SortingAccuracy,0.508130481,FPLV-C
1349,58,F1,0.717458654,FPLV-C
1352,60,Degree Diversity,0.815308071,FPLV-C
1353,60,MAE,0.673287332,FPLV-C
1354,60,RMSE,0.880627596,FPLV-C
1355,60,HLU,1.51241591,FPLV-C
1357,60,SortingAccuracy,0.508130481,FPLV-C
1361,60,F1,0.717458654,FPLV-C
1364,65,Degree Diversity,0.815308071,FPLV-C
1365,65,MAE,0.673287332,FPLV-C
1366,65,RMSE,0.880627596,FPLV-C
1367,65,HLU,1.51241591,FPLV-C
1369,65,SortingAccuracy,0.508130481,FPLV-C
1373,65,F1,0.717458654,FPLV-C
1376,70,Degree Diversity,0.815308071,FPLV-C
1377,70,MAE,0.673287332,FPLV-C
1378,70,RMSE,0.880627596,FPLV-C
1379,70,HLU,1.51241591,FPLV-C
1381,70,SortingAccuracy,0.508130481,FPLV-C
1385,70,F1,0.717458654,FPLV-C
1388,75,Degree Diversity,0.815308071,FPLV-C
1389,75,MAE,0.673287332,FPLV-C
1390,75,RMSE,0.880627596,FPLV-C
1391,75,HLU,1.51241591,FPLV-C
1393,75,SortingAccuracy,0.508130481,FPLV-C
1397,75,F1,0.717458654,FPLV-C
1400,80,Degree Diversity,0.815308071,FPLV-C
1401,80,MAE,0.673287332,FPLV-C
1402,80,RMSE,0.880627596,FPLV-C
1403,80,HLU,1.51241591,FPLV-C
1405,80,SortingAccuracy,0.508130481,FPLV-C
1409,80,F1,0.717458654,FPLV-C
1412,85,Degree Diversity,0.815308071,FPLV-C
1413,85,MAE,0.673287332,FPLV-C
1414,85,RMSE,0.880627596,FPLV-C
1415,85,HLU,1.51241591,FPLV-C
1417,85,SortingAccuracy,0.508130481,FPLV-C
1421,85,F1,0.717458654,FPLV-C
1424,90,Degree Diversity,0.815308071,FPLV-C
1425,90,MAE,0.673287332,FPLV-C
1426,90,RMSE,0.880627596,FPLV-C
1427,90,HLU,1.51241591,FPLV-C
1429,90,SortingAccuracy,0.508130481,FPLV-C
1433,90,F1,0.717458654,FPLV-C
1436,95,Degree Diversity,0.815308071,FPLV-C
1437,95,MAE,0.673287332,FPLV-C
1438,95,RMSE,0.880627596,FPLV-C
1439,95,HLU,1.51241591,FPLV-C
1441,95,SortingAccuracy,0.508130481,FPLV-C
1445,95,F1,0.717458654,FPLV-C
1448,100,Degree Diversity,0.815308071,FPLV-C
1449,100,MAE,0.673287332,FPLV-C
1450,100,RMSE,0.880627596,FPLV-C
1451,100,HLU,1.51241591,FPLV-C
1453,100,SortingAccuracy,0.508130481,FPLV-C
1457,100,F1,0.717458654,FPLV-C
1460,105,Degree Diversity,0.815308071,FPLV-C
1461,105,MAE,0.673287332,FPLV-C
1462,105,RMSE,0.880627596,FPLV-C
1463,105,HLU,1.51241591,FPLV-C
1465,105,SortingAccuracy,0.508130481,FPLV-C
1469,105,F1,0.717458654,FPLV-C
1472,110,Degree Diversity,0.815308071,FPLV-C
1473,110,MAE,0.673287332,FPLV-C
1474,110,RMSE,0.880627596,FPLV-C
1475,110,HLU,1.51241591,FPLV-C
1477,110,SortingAccuracy,0.508130481,FPLV-C
1481,110,F1,0.717458654,FPLV-C
1484,115,Degree Diversity,0.815308071,FPLV-C
1485,115,MAE,0.673287332,FPLV-C
1486,115,RMSE,0.880627596,FPLV-C
1487,115,HLU,1.51241591,FPLV-C
1489,115,SortingAccuracy,0.508130481,FPLV-C
1493,115,F1,0.717458654,FPLV-C
1496,120,Degree Diversity,0.815308071,FPLV-C
1497,120,MAE,0.673287332,FPLV-C
1498,120,RMSE,0.880627596,FPLV-C
1499,120,HLU,1.51241591,FPLV-C
1501,120,SortingAccuracy,0.508130481,FPLV-C
1505,120,F1,0.717458654,FPLV-C
1508,125,Degree Diversity,0.815308071,FPLV-C
1509,125,MAE,0.673287332,FPLV-C
1510,125,RMSE,0.880627596,FPLV-C
1511,125,HLU,1.51241591,FPLV-C
1513,125,SortingAccuracy,0.508130481,FPLV-C
1517,125,F1,0.717458654,FPLV-C
1520,130,Degree Diversity,0.815308071,FPLV-C
1521,130,MAE,0.673287332,FPLV-C
1522,130,RMSE,0.880627596,FPLV-C
1523,130,HLU,1.51241591,FPLV-C
1525,130,SortingAccuracy,0.508130481,FPLV-C
1529,130,F1,0.717458654,FPLV-C
1532,135,Degree Diversity,0.815308071,FPLV-C
1533,135,MAE,0.673287332,FPLV-C
1534,135,RMSE,0.880627596,FPLV-C
1535,135,HLU,1.51241591,FPLV-C
1537,135,SortingAccuracy,0.508130481,FPLV-C
1541,135,F1,0.717458654,FPLV-C
1544,140,Degree Diversity,0.815308071,FPLV-C
1545,140,MAE,0.673287332,FPLV-C
1546,140,RMSE,0.880627596,FPLV-C
1547,140,HLU,1.51241591,FPLV-C
1549,140,SortingAccuracy,0.508130481,FPLV-C
1553,140,F1,0.717458654,FPLV-C
1556,145,Degree Diversity,0.815308071,FPLV-C
1557,145,MAE,0.673287332,FPLV-C
1558,145,RMSE,0.880627596,FPLV-C
1559,145,HLU,1.51241591,FPLV-C
1561,145,SortingAccuracy,0.508130481,FPLV-C
1565,145,F1,0.717458654,FPLV-C
1568,150,Degree Diversity,0.815308071,FPLV-C
1569,150,MAE,0.673287332,FPLV-C
1570,150,RMSE,0.880627596,FPLV-C
1571,150,HLU,1.51241591,FPLV-C
1573,150,SortingAccuracy,0.508130481,FPLV-C
1577,150,F1,0.717458654,FPLV-C
1580,155,Degree Diversity,0.815308071,FPLV-C
1581,155,MAE,0.673287332,FPLV-C
1582,155,RMSE,0.880627596,FPLV-C
1583,155,HLU,1.51241591,FPLV-C
1585,155,SortingAccuracy,0.508130481,FPLV-C
1589,155,F1,0.717458654,FPLV-C
1592,160,Degree Diversity,0.815308071,FPLV-C
1593,160,MAE,0.673287332,FPLV-C
1594,160,RMSE,0.880627596,FPLV-C
1595,160,HLU,1.51241591,FPLV-C
1597,160,SortingAccuracy,0.508130481,FPLV-C
1601,160,F1,0.717458654,FPLV-C
1604,165,Degree Diversity,0.815308071,FPLV-C
1605,165,MAE,0.673287332,FPLV-C
1606,165,RMSE,0.880627596,FPLV-C
1607,165,HLU,1.51241591,FPLV-C
1609,165,SortingAccuracy,0.508130481,FPLV-C
1613,165,F1,0.717458654,FPLV-C
1616,170,Degree Diversity,0.815308071,FPLV-C
1617,170,MAE,0.673287332,FPLV-C
1618,170,RMSE,0.880627596,FPLV-C
1619,170,HLU,1.51241591,FPLV-C
1621,170,SortingAccuracy,0.508130481,FPLV-C
1625,170,F1,0.717458654,FPLV-C
1628,175,Degree Diversity,0.815308071,FPLV-C
1629,175,MAE,0.673287332,FPLV-C
1630,175,RMSE,0.880627596,FPLV-C
1631,175,HLU,1.51241591,FPLV-C
1633,175,SortingAccuracy,0.508130481,FPLV-C
1637,175,F1,0.717458654,FPLV-C
1640,180,Degree Diversity,0.815308071,FPLV-C
1641,180,MAE,0.673287332,FPLV-C
1642,180,RMSE,0.880627596,FPLV-C
1643,180,HLU,1.51241591,FPLV-C
1645,180,SortingAccuracy,0.508130481,FPLV-C
1649,180,F1,0.717458654,FPLV-C
1652,185,Degree Diversity,0.815308071,FPLV-C
1653,185,MAE,0.673287332,FPLV-C
1654,185,RMSE,0.880627596,FPLV-C
1655,185,HLU,1.51241591,FPLV-C
1657,185,SortingAccuracy,0.508130481,FPLV-C
1661,185,F1,0.717458654,FPLV-C
1664,190,Degree Diversity,0.815308071,FPLV-C
1665,190,MAE,0.673287332,FPLV-C
1666,190,RMSE,0.880627596,FPLV-C
1667,190,HLU,1.51241591,FPLV-C
1669,190,SortingAccuracy,0.508130481,FPLV-C
1673,190,F1,0.717458654,FPLV-C
1676,195,Degree Diversity,0.815308071,FPLV-C
1677,195,MAE,0.673287332,FPLV-C
1678,195,RMSE,0.880627596,FPLV-C
1679,195,HLU,1.51241591,FPLV-C
1681,195,SortingAccuracy,0.508130481,FPLV-C
1685,195,F1,0.717458654,FPLV-C
1688,200,Degree Diversity,0.815308071,FPLV-C
1689,200,MAE,0.673287332,FPLV-C
1690,200,RMSE,0.880627596,FPLV-C
1691,200,HLU,1.51241591,FPLV-C
1693,200,SortingAccuracy,0.508130481,FPLV-C
1697,200,F1,0.717458654,FPLV-C
1700,1,Degree Diversity,0.831298438,FPLV-KNN
1701,1,MAE,0.835626221,FPLV-KNN
1702,1,RMSE,1.094272447,FPLV-KNN
1703,1,HLU,1.233755656,FPLV-KNN
1705,1,SortingAccuracy,0.45284003,FPLV-KNN
1709,1,F1,0.675489873,FPLV-KNN
1712,2,Degree Diversity,0.824106742,FPLV-KNN
1713,2,MAE,0.751806974,FPLV-KNN
1714,2,RMSE,0.980948424,FPLV-KNN
1715,2,HLU,1.316516194,FPLV-KNN
1717,2,SortingAccuracy,0.467090866,FPLV-KNN
1721,2,F1,0.695397799,FPLV-KNN
1724,3,Degree Diversity,0.82027143,FPLV-KNN
1725,3,MAE,0.719275939,FPLV-KNN
1726,3,RMSE,0.940619242,FPLV-KNN
1727,3,HLU,1.360029736,FPLV-KNN
1729,3,SortingAccuracy,0.475626658,FPLV-KNN
1733,3,F1,0.706356694,FPLV-KNN
1736,4,Degree Diversity,0.817644885,FPLV-KNN
1737,4,MAE,0.702500224,FPLV-KNN
1738,4,RMSE,0.920241404,FPLV-KNN
1739,4,HLU,1.387055591,FPLV-KNN
1741,4,SortingAccuracy,0.481423447,FPLV-KNN
1745,4,F1,0.713265985,FPLV-KNN
1748,5,Degree Diversity,0.816925375,FPLV-KNN
1749,5,MAE,0.692299914,FPLV-KNN
1750,5,RMSE,0.908178818,FPLV-KNN
1751,5,HLU,1.404738478,FPLV-KNN
1753,5,SortingAccuracy,0.487186253,FPLV-KNN
1757,5,F1,0.717481711,FPLV-KNN
1760,6,Degree Diversity,0.814704549,FPLV-KNN
1761,6,MAE,0.685400724,FPLV-KNN
1762,6,RMSE,0.900218999,FPLV-KNN
1763,6,HLU,1.423000749,FPLV-KNN
1765,6,SortingAccuracy,0.490285869,FPLV-KNN
1769,6,F1,0.720236803,FPLV-KNN
1772,7,Degree Diversity,0.813497727,FPLV-KNN
1773,7,MAE,0.680719864,FPLV-KNN
1774,7,RMSE,0.894754004,FPLV-KNN
1775,7,HLU,1.433627766,FPLV-KNN
1777,7,SortingAccuracy,0.492902483,FPLV-KNN
1781,7,F1,0.722341941,FPLV-KNN
1784,8,Degree Diversity,0.811593049,FPLV-KNN
1785,8,MAE,0.677002573,FPLV-KNN
1786,8,RMSE,0.890468252,FPLV-KNN
1787,8,HLU,1.443103918,FPLV-KNN
1789,8,SortingAccuracy,0.494908177,FPLV-KNN
1793,8,F1,0.724168284,FPLV-KNN
1796,9,Degree Diversity,0.809757347,FPLV-KNN
1797,9,MAE,0.674245775,FPLV-KNN
1798,9,RMSE,0.887357843,FPLV-KNN
1799,9,HLU,1.450655632,FPLV-KNN
1801,9,SortingAccuracy,0.496719369,FPLV-KNN
1805,9,F1,0.725330937,FPLV-KNN
1808,10,Degree Diversity,0.810113681,FPLV-KNN
1809,10,MAE,0.672222459,FPLV-KNN
1810,10,RMSE,0.884986746,FPLV-KNN
1811,10,HLU,1.458783402,FPLV-KNN
1813,10,SortingAccuracy,0.498718945,FPLV-KNN
1817,10,F1,0.726148595,FPLV-KNN
1820,11,Degree Diversity,0.808689373,FPLV-KNN
1821,11,MAE,0.670535862,FPLV-KNN
1822,11,RMSE,0.88298651,FPLV-KNN
1823,11,HLU,1.460834925,FPLV-KNN
1825,11,SortingAccuracy,0.49947667,FPLV-KNN
1829,11,F1,0.726882165,FPLV-KNN
1832,12,Degree Diversity,0.807742348,FPLV-KNN
1833,12,MAE,0.669227886,FPLV-KNN
1834,12,RMSE,0.881538761,FPLV-KNN
1835,12,HLU,1.466614732,FPLV-KNN
1837,12,SortingAccuracy,0.50047341,FPLV-KNN
1841,12,F1,0.72729042,FPLV-KNN
1844,13,Degree Diversity,0.807568566,FPLV-KNN
1845,13,MAE,0.668127108,FPLV-KNN
1846,13,RMSE,0.880289257,FPLV-KNN
1847,13,HLU,1.469165561,FPLV-KNN
1849,13,SortingAccuracy,0.500856521,FPLV-KNN
1853,13,F1,0.728071607,FPLV-KNN
1856,14,Degree Diversity,0.806864269,FPLV-KNN
1857,14,MAE,0.667207778,FPLV-KNN
1858,14,RMSE,0.879257035,FPLV-KNN
1859,14,HLU,1.475454389,FPLV-KNN
1861,14,SortingAccuracy,0.501999882,FPLV-KNN
1865,14,F1,0.728332586,FPLV-KNN
1868,15,Degree Diversity,0.806351946,FPLV-KNN
1869,15,MAE,0.666526008,FPLV-KNN
1870,15,RMSE,0.878452015,FPLV-KNN
1871,15,HLU,1.477668528,FPLV-KNN
1873,15,SortingAccuracy,0.50294715,FPLV-KNN
1877,15,F1,0.728796085,FPLV-KNN
1880,16,Degree Diversity,0.805805406,FPLV-KNN
1881,16,MAE,0.665853012,FPLV-KNN
1882,16,RMSE,0.877694416,FPLV-KNN
1883,16,HLU,1.480400058,FPLV-KNN
1885,16,SortingAccuracy,0.503600373,FPLV-KNN
1889,16,F1,0.728965503,FPLV-KNN
1892,17,Degree Diversity,0.806456839,FPLV-KNN
1893,17,MAE,0.665428972,FPLV-KNN
1894,17,RMSE,0.877146971,FPLV-KNN
1895,17,HLU,1.48411295,FPLV-KNN
1897,17,SortingAccuracy,0.504311493,FPLV-KNN
1901,17,F1,0.729244939,FPLV-KNN
1904,18,Degree Diversity,0.805413026,FPLV-KNN
1905,18,MAE,0.665010381,FPLV-KNN
1906,18,RMSE,0.876710176,FPLV-KNN
1907,18,HLU,1.487408137,FPLV-KNN
1909,18,SortingAccuracy,0.505005325,FPLV-KNN
1913,18,F1,0.72951424,FPLV-KNN
1916,19,Degree Diversity,0.8048926,FPLV-KNN
1917,19,MAE,0.664574945,FPLV-KNN
1918,19,RMSE,0.87628485,FPLV-KNN
1919,19,HLU,1.485670035,FPLV-KNN
1921,19,SortingAccuracy,0.505432729,FPLV-KNN
1925,19,F1,0.729781899,FPLV-KNN
1928,20,Degree Diversity,0.80466184,FPLV-KNN
1929,20,MAE,0.664231145,FPLV-KNN
1930,20,RMSE,0.875888598,FPLV-KNN
1931,20,HLU,1.489074074,FPLV-KNN
1933,20,SortingAccuracy,0.505840546,FPLV-KNN
1937,20,F1,0.729796236,FPLV-KNN
1940,22,Degree Diversity,0.80261296,FPLV-KNN
1941,22,MAE,0.663742244,FPLV-KNN
1942,22,RMSE,0.875375998,FPLV-KNN
1943,22,HLU,1.49153413,FPLV-KNN
1945,22,SortingAccuracy,0.506601059,FPLV-KNN
1949,22,F1,0.730035066,FPLV-KNN
1952,24,Degree Diversity,0.802534369,FPLV-KNN
1953,24,MAE,0.663426852,FPLV-KNN
1954,24,RMSE,0.875003171,FPLV-KNN
1955,24,HLU,1.495090447,FPLV-KNN
1957,24,SortingAccuracy,0.507180322,FPLV-KNN
1961,24,F1,0.730096058,FPLV-KNN
1964,26,Degree Diversity,0.802142969,FPLV-KNN
1965,26,MAE,0.663289177,FPLV-KNN
1966,26,RMSE,0.874765158,FPLV-KNN
1967,26,HLU,1.496805495,FPLV-KNN
1969,26,SortingAccuracy,0.507703909,FPLV-KNN
1973,26,F1,0.730217078,FPLV-KNN
1976,28,Degree Diversity,0.801910458,FPLV-KNN
1977,28,MAE,0.663166893,FPLV-KNN
1978,28,RMSE,0.874605381,FPLV-KNN
1979,28,HLU,1.500757757,FPLV-KNN
1981,28,SortingAccuracy,0.508065929,FPLV-KNN
1985,28,F1,0.73005846,FPLV-KNN
1988,30,Degree Diversity,0.80216138,FPLV-KNN
1989,30,MAE,0.663065922,FPLV-KNN
1990,30,RMSE,0.874441206,FPLV-KNN
1991,30,HLU,1.50133643,FPLV-KNN
1993,30,SortingAccuracy,0.508101111,FPLV-KNN
1997,30,F1,0.73024736,FPLV-KNN
2000,32,Degree Diversity,0.802130869,FPLV-KNN
2001,32,MAE,0.66296699,FPLV-KNN
2002,32,RMSE,0.874314165,FPLV-KNN
2003,32,HLU,1.503831478,FPLV-KNN
2005,32,SortingAccuracy,0.508400151,FPLV-KNN
2009,32,F1,0.730209499,FPLV-KNN
2012,34,Degree Diversity,0.801370033,FPLV-KNN
2013,34,MAE,0.662981462,FPLV-KNN
2014,34,RMSE,0.874262071,FPLV-KNN
2015,34,HLU,1.507471648,FPLV-KNN
2017,34,SortingAccuracy,0.508830275,FPLV-KNN
2021,34,F1,0.730130675,FPLV-KNN
2024,36,Degree Diversity,0.800245649,FPLV-KNN
2025,36,MAE,0.662997055,FPLV-KNN
2026,36,RMSE,0.874267709,FPLV-KNN
2027,36,HLU,1.50913809,FPLV-KNN
2029,36,SortingAccuracy,0.509278661,FPLV-KNN
2033,36,F1,0.730161683,FPLV-KNN
2036,38,Degree Diversity,0.800437168,FPLV-KNN
2037,38,MAE,0.66298877,FPLV-KNN
2038,38,RMSE,0.874262619,FPLV-KNN
2039,38,HLU,1.510556866,FPLV-KNN
2041,38,SortingAccuracy,0.509227932,FPLV-KNN
2045,38,F1,0.729985797,FPLV-KNN
2048,40,Degree Diversity,0.799928299,FPLV-KNN
2049,40,MAE,0.66303786,FPLV-KNN
2050,40,RMSE,0.87428776,FPLV-KNN
2051,40,HLU,1.511388208,FPLV-KNN
2053,40,SortingAccuracy,0.509264183,FPLV-KNN
2057,40,F1,0.730037961,FPLV-KNN
2060,42,Degree Diversity,0.799336952,FPLV-KNN
2061,42,MAE,0.663126206,FPLV-KNN
2062,42,RMSE,0.874370623,FPLV-KNN
2063,42,HLU,1.512242463,FPLV-KNN
2065,42,SortingAccuracy,0.509389101,FPLV-KNN
2069,42,F1,0.729851943,FPLV-KNN
2072,44,Degree Diversity,0.7984153,FPLV-KNN
2073,44,MAE,0.663231468,FPLV-KNN
2074,44,RMSE,0.874475956,FPLV-KNN
2075,44,HLU,1.511705785,FPLV-KNN
2077,44,SortingAccuracy,0.509451889,FPLV-KNN
2081,44,F1,0.729529558,FPLV-KNN
2084,46,Degree Diversity,0.798458467,FPLV-KNN
2085,46,MAE,0.663310695,FPLV-KNN
2086,46,RMSE,0.874546313,FPLV-KNN
2087,46,HLU,1.512416112,FPLV-KNN
2089,46,SortingAccuracy,0.509672128,FPLV-KNN
2093,46,F1,0.729650991,FPLV-KNN
2096,48,Degree Diversity,0.797697765,FPLV-KNN
2097,48,MAE,0.663401592,FPLV-KNN
2098,48,RMSE,0.874589944,FPLV-KNN
2099,48,HLU,1.512710654,FPLV-KNN
2101,48,SortingAccuracy,0.509801614,FPLV-KNN
2105,48,F1,0.729508617,FPLV-KNN
2108,50,Degree Diversity,0.797802784,FPLV-KNN
2109,50,MAE,0.66349622,FPLV-KNN
2110,50,RMSE,0.874659538,FPLV-KNN
2111,50,HLU,1.513608116,FPLV-KNN
2113,50,SortingAccuracy,0.510062997,FPLV-KNN
2117,50,F1,0.729381211,FPLV-KNN
2120,52,Degree Diversity,0.797788215,FPLV-KNN
2121,52,MAE,0.663608313,FPLV-KNN
2122,52,RMSE,0.874755287,FPLV-KNN
2123,52,HLU,1.515557008,FPLV-KNN
2125,52,SortingAccuracy,0.510066441,FPLV-KNN
2129,52,F1,0.729379323,FPLV-KNN
2132,54,Degree Diversity,0.79744115,FPLV-KNN
2133,54,MAE,0.663707876,FPLV-KNN
2134,54,RMSE,0.874849153,FPLV-KNN
2135,54,HLU,1.515560058,FPLV-KNN
2137,54,SortingAccuracy,0.510037802,FPLV-KNN
2141,54,F1,0.729337262,FPLV-KNN
2144,56,Degree Diversity,0.797791774,FPLV-KNN
2145,56,MAE,0.663820148,FPLV-KNN
2146,56,RMSE,0.874946725,FPLV-KNN
2147,56,HLU,1.515456377,FPLV-KNN
2149,56,SortingAccuracy,0.510013616,FPLV-KNN
2153,56,F1,0.729141771,FPLV-KNN
2156,58,Degree Diversity,0.797281398,FPLV-KNN
2157,58,MAE,0.663956022,FPLV-KNN
2158,58,RMSE,0.875070727,FPLV-KNN
2159,58,HLU,1.516766661,FPLV-KNN
2161,58,SortingAccuracy,0.510051464,FPLV-KNN
2165,58,F1,0.729035993,FPLV-KNN
2168,60,Degree Diversity,0.797252737,FPLV-KNN
2169,60,MAE,0.664029789,FPLV-KNN
2170,60,RMSE,0.875141835,FPLV-KNN
2171,60,HLU,1.516352498,FPLV-KNN
2173,60,SortingAccuracy,0.509912876,FPLV-KNN
2177,60,F1,0.729012006,FPLV-KNN
2180,65,Degree Diversity,0.796801149,FPLV-KNN
2181,65,MAE,0.664325905,FPLV-KNN
2182,65,RMSE,0.875436687,FPLV-KNN
2183,65,HLU,1.517126594,FPLV-KNN
2185,65,SortingAccuracy,0.509866766,FPLV-KNN
2189,65,F1,0.728769699,FPLV-KNN
2192,70,Degree Diversity,0.796768439,FPLV-KNN
2193,70,MAE,0.664581895,FPLV-KNN
2194,70,RMSE,0.875675941,FPLV-KNN
2195,70,HLU,1.517583083,FPLV-KNN
2197,70,SortingAccuracy,0.509656511,FPLV-KNN
2201,70,F1,0.728370928,FPLV-KNN
2204,75,Degree Diversity,0.796660389,FPLV-KNN
2205,75,MAE,0.664877653,FPLV-KNN
2206,75,RMSE,0.875900066,FPLV-KNN
2207,75,HLU,1.517139909,FPLV-KNN
2209,75,SortingAccuracy,0.509716116,FPLV-KNN
2213,75,F1,0.728474948,FPLV-KNN
2216,80,Degree Diversity,0.797015858,FPLV-KNN
2217,80,MAE,0.665145063,FPLV-KNN
2218,80,RMSE,0.876165485,FPLV-KNN
2219,80,HLU,1.517796746,FPLV-KNN
2221,80,SortingAccuracy,0.509520678,FPLV-KNN
2225,80,F1,0.727843429,FPLV-KNN
2228,85,Degree Diversity,0.7966558,FPLV-KNN
2229,85,MAE,0.665380859,FPLV-KNN
2230,85,RMSE,0.876393926,FPLV-KNN
2231,85,HLU,1.518774851,FPLV-KNN
2233,85,SortingAccuracy,0.509489257,FPLV-KNN
2237,85,F1,0.727590478,FPLV-KNN
2240,90,Degree Diversity,0.796371255,FPLV-KNN
2241,90,MAE,0.665641558,FPLV-KNN
2242,90,RMSE,0.876645648,FPLV-KNN
2243,90,HLU,1.518016953,FPLV-KNN
2245,90,SortingAccuracy,0.509458697,FPLV-KNN
2249,90,F1,0.727372089,FPLV-KNN
2252,95,Degree Diversity,0.795970358,FPLV-KNN
2253,95,MAE,0.665895724,FPLV-KNN
2254,95,RMSE,0.876896548,FPLV-KNN
2255,95,HLU,1.519399768,FPLV-KNN
2257,95,SortingAccuracy,0.509204198,FPLV-KNN
2261,95,F1,0.727012398,FPLV-KNN
2264,100,Degree Diversity,0.795608032,FPLV-KNN
2265,100,MAE,0.666115868,FPLV-KNN
2266,100,RMSE,0.877064919,FPLV-KNN
2267,100,HLU,1.518320122,FPLV-KNN
2269,100,SortingAccuracy,0.509224852,FPLV-KNN
2273,100,F1,0.726866441,FPLV-KNN
2276,105,Degree Diversity,0.795629612,FPLV-KNN
2277,105,MAE,0.666351593,FPLV-KNN
2278,105,RMSE,0.877271652,FPLV-KNN
2279,105,HLU,1.518390798,FPLV-KNN
2281,105,SortingAccuracy,0.509348103,FPLV-KNN
2285,105,F1,0.726540393,FPLV-KNN
2288,110,Degree Diversity,0.795503578,FPLV-KNN
2289,110,MAE,0.666606367,FPLV-KNN
2290,110,RMSE,0.877502525,FPLV-KNN
2291,110,HLU,1.51781475,FPLV-KNN
2293,110,SortingAccuracy,0.509095178,FPLV-KNN
2297,110,F1,0.726213354,FPLV-KNN
2300,115,Degree Diversity,0.794940547,FPLV-KNN
2301,115,MAE,0.666833544,FPLV-KNN
2302,115,RMSE,0.877702963,FPLV-KNN
2303,115,HLU,1.517932332,FPLV-KNN
2305,115,SortingAccuracy,0.508907675,FPLV-KNN
2309,115,F1,0.726103324,FPLV-KNN
2312,120,Degree Diversity,0.795199297,FPLV-KNN
2313,120,MAE,0.667055511,FPLV-KNN
2314,120,RMSE,0.877909482,FPLV-KNN
2315,120,HLU,1.517838899,FPLV-KNN
2317,120,SortingAccuracy,0.508642233,FPLV-KNN
2321,120,F1,0.72594876,FPLV-KNN
2324,125,Degree Diversity,0.79467913,FPLV-KNN
2325,125,MAE,0.667306495,FPLV-KNN
2326,125,RMSE,0.878133142,FPLV-KNN
2327,125,HLU,1.517418563,FPLV-KNN
2329,125,SortingAccuracy,0.508491005,FPLV-KNN
2333,125,F1,0.725731134,FPLV-KNN
2336,130,Degree Diversity,0.794842815,FPLV-KNN
2337,130,MAE,0.667509115,FPLV-KNN
2338,130,RMSE,0.878313911,FPLV-KNN
2339,130,HLU,1.51718382,FPLV-KNN
2341,130,SortingAccuracy,0.50851138,FPLV-KNN
2345,130,F1,0.725664424,FPLV-KNN
2348,135,Degree Diversity,0.794995996,FPLV-KNN
2349,135,MAE,0.66768527,FPLV-KNN
2350,135,RMSE,0.878460872,FPLV-KNN
2351,135,HLU,1.517403889,FPLV-KNN
2353,135,SortingAccuracy,0.508396089,FPLV-KNN
2357,135,F1,0.725386519,FPLV-KNN
2360,140,Degree Diversity,0.795182399,FPLV-KNN
2361,140,MAE,0.667902255,FPLV-KNN
2362,140,RMSE,0.87865175,FPLV-KNN
2363,140,HLU,1.516821345,FPLV-KNN
2365,140,SortingAccuracy,0.508325957,FPLV-KNN
2369,140,F1,0.725217714,FPLV-KNN
2372,145,Degree Diversity,0.795182325,FPLV-KNN
2373,145,MAE,0.668062258,FPLV-KNN
